22,02,11,11,20,12,22,01,10,02,22,20,02,12,10,11,22,00,12,12,02,00,
10,10,11,21,20,21,12,22,00,02,02,10,20,10,00,20,20,12,12,20,01,11,11,12,21,00,11,10,
00,02,20,20,00,10,12,20,11,22,22,20,22,11,20,21,22,00,01,20,12,01,02,10,11,02,11,21,11,11,00,00,
01,10,12,22,10,00,11,10,22,22,11,11,12,11,00,00,20,01,20,20,02,22,01,21,01,22,20,11,21,00,10,20,10,02,
22,01,20,10,02,00,10,00,22,00,20,22,22,11,21,12,00,21,21,02,12,22,21,22,10,22,02,01,22,20,20,21,
02,01,21,12,21,11,20,01,02,10,02,21,22,11,11,10,10,12,12,11,01,20,10,11,00,12,01,12,10,21,02,11,12,00,22,12,22,21,00,21,21,01,00,02,02,00,01,01,
0000,0001,0100,0002,0221,2100,0010,1000,0011,1100,0012,1201,0101,0120,2000,0022,2200,0021,2101,0102,0202,0210,1001,0111,1120,2001,0110,1002,0200,0020,2011,1110,1010,1011,1101,0121,2102,0220,2002,0201,0112,1202,0211,1121,2112,1220,2020,2021,2121,2120,2010,1012,1200,0122,1112,1122,1021,1022,2210,1020,2022,2202,0222,2220,2012,1211,1102,0212,1210,1021,2110,0122,0122,0122,1111,1112,1212,1221,2111,1122,
0000,0001,0100,0012,1200,0002,0200,0010,1002,0201,0101,0102,0202,0210,1022,2200,0011,1100,0021,2100,0020,2000,0022,2201,0110,1000,0111,0111,0111,0111,0111,0111,0111,0111,0111,0111,0111,0111,0111,0111,1112,1201,0111,1101,0120,2001,0112,1202,0211,1102,0220,
