22,11,01,10,12,02,20,00,21,
22,20,00,02,10,11,
11,22,02,20,21,01,12,00,10,
11,01,12,02,10,
02,10,12,22,20,11,01,00,
11,20,10,00,12,
11,20,00,22,21,01,12,02,10,
01,11,22,10,12,20,02,
11,20,21,10,01,
00,11,20,10,12,21,01,02,22,
