1002,0202,0221,2100,0022,2220,2020,2012,1222,2202,0220,2022,2222,2210,1012,
0111,1100,0011,1122,2202,0212,1201,0121,2110,1000,0001,0120,2000,0021,2122,
0101,0120,2002,0201,0111,1122,2212,1201,0122,2211,1120,2020,2001,0102,0221,
0101,0112,1202,0202,0220,2011,1112,1210,1021,2101,0102,0201,0120,2000,0002,
1002,0200,0022,2210,1020,2011,1120,2000,0000,0011,1110,1000,0001,0102,0202,
1110,1021,2120,2022,2210,1010,1000,0002,0201,0100,0001,0110,1002,0220,2001,
1002,0201,0110,1022,2211,1101,0112,1220,2011,1112,1212,1200,0001,0122,2212,
0011,1122,2222,2221,2100,0000,0010,1002,0220,2012,1211,1121,2121,2122,2210,
0000,0011,1120,2002,0202,0210,1022,2202,0222,2222,2201,0111,1100,0002,0200,
1020,2011,1122,2220,2002,0200,0002,0221,2112,1222,2211,1102,0210,1001,0111,
0001,0101,0100,0021,2110,1012,1222,2222,2221,2120,2010,1001,0122,2200,0020,
0010,1002,0212,1222,2200,0000,0021,2111,1110,1000,0001,0110,1011,1121,2120,
0002,0222,2211,1102,0210,1010,1002,0220,2021,2101,0102,0202,0200,0011,1101,
1021,2120,2001,0110,1012,1200,0002,0222,2201,0100,0022,2200,0020,2020,2012,
0121,2102,0201,0120,2012,1220,2001,0102,0220,2010,1002,0200,0011,1111,1100,
1101,0122,2211,1120,2001,0121,2102,0201,0120,2020,2011,1122,2220,2010,1020,
0111,1102,0211,1112,1220,2001,0112,1211,1101,0122,2202,0220,2010,1021,2120,
0010,1021,2120,2001,0100,0020,2020,2012,1201,0122,2201,0112,1222,2222,2220,
0012,1222,2212,1212,1221,2110,1001,0101,0102,0200,0010,1022,2202,0210,1010,
0020,2001,0102,0212,1210,1000,0002,0201,0110,1011,1102,0210,1002,0220,2021,
0101,0100,0002,0201,0110,1001,0120,2010,1002,0221,2102,0220,2002,0222,2211,
1120,2002,0222,2211,1121,2121,2100,0011,1111,1102,0210,1011,1122,2221,2102,
0001,0121,2112,1220,2021,2121,2100,0022,2220,2022,2210,1000,0020,2001,0120,
0020,2011,1112,1222,2210,1000,0002,0202,0222,2212,1220,2021,2102,0201,0120,
0111,1100,0011,1122,2202,0212,1201,0121,2110,1000,0001,0120,2000,0021,2122,
0101,0120,2002,0201,0111,1122,2212,1201,0122,2211,1120,2020,2001,0102,0221,
0101,0112,1202,0202,0220,2011,1112,1210,1021,2101,0102,0201,0120,2000,0002,
1002,0200,0022,2210,1020,2011,1120,2000,0000,0011,1110,1000,0001,0102,0202,
1110,1021,2120,2022,2210,1010,1000,0002,0201,0100,0001,0110,1002,0220,2001,
1002,0201,0110,1022,2211,1101,0112,1220,2011,1112,1212,1200,0001,0122,2212,
0011,1122,2222,2221,2100,0000,0010,1002,0220,2012,1211,1121,2121,2122,2210,
0000,0011,1120,2002,0202,0210,1022,2202,0222,2222,2201,0111,1100,0002,0200,
1020,2011,1122,2220,2002,0200,0002,0221,2112,1222,2211,1102,0210,1001,0111,
