02,11,22,12,10,01,21,00,20,
02,11,22,12,10,01,21,00,20,
11,21,01,20,22,00,10,02,12,
02,11,22,12,10,01,21,00,20,
11,21,01,20,22,00,10,02,12,
02,11,22,12,10,01,21,00,20,
11,21,01,20,22,00,10,02,12,
02,11,22,12,10,01,21,00,20,
11,21,01,20,22,00,10,02,12,
02,11,22,12,10,01,21,00,20,
11,21,01,20,22,00,10,02,12,
02,11,22,12,10,01,21,00,20,
11,21,01,20,22,00,10,02,12,
22,11,02,00,10,01,12,
20,22,00,12,01,02,
00,11,22,21,01,02,20,12,10,
11,00,01,20,02,22,10,21,
20,11,21,22,12,00,
12,11,22,02,20,21,00,01,
00,11,10,20,02,01,12,21,
01,20,22,21,00,02,10,11,
21,22,11,00,20,01,02,
22,02,01,20,21,11,
00,02,10,20,11,12,01,22,
00,10,02,12,01,
01,02,00,12,22,11,10,20,
11,02,00,22,21,12,
00,10,01,22,02,
00,20,11,22,21,02,01,
01,20,00,12,02,
02,20,22,10,00,11,12,
12,11,21,22,00,01,10,02,20,
00,20,02,22,01,
20,22,02,11,00,12,01,
00,20,01,02,11,22,12,21,
00,20,01,02,11,22,12,21,
20,12,01,11,10,22,00,
22,11,21,12,01,10,
00,11,02,01,21,10,12,20,22,
00,11,01,02,20,10,12,21,22,
02,10,01,00,20,11,12,22,
00,22,20,10,02,12,01,
00,11,01,02,20,10,12,21,22,
02,10,12,22,20,11,00,01,21,
00,22,20,10,02,12,01,
00,11,02,01,21,12,10,20,22,
22,20,01,00,10,02,11,12,21,
02,00,11,20,10,21,12,
21,11,20,22,00,10,01,12,
01,11,02,00,22,12,10,20,21,
02,22,00,01,20,21,10,
01,22,11,21,20,02,12,00,10,
11,10,00,22,02,20,01,
20,22,01,
20,00,12,01,02,
20,21,22,
11,01,21,
11,01,10,20,22,
12,11,10,
11,10,01,21,
20,22,00,
22,02,10,21,
20,00,10,
11,02,20,
20,00,10,
11,02,20,
11,10,02,20,
11,01,21,
11,21,02,10,
11,12,20,01,
