0011,1120,2011,1102,0202,0221,2111,1100,0001,0100,0021,2121,2101,0122,2211,1110,1000,0020,2002,0222,2202,0220,2020,2012,1211,1112,1212,1200,0000,0022,
1112,1220,2020,2001,0102,0220,2022,2211,1110,1011,1111,1120,2011,1101,0101,0120,2012,1211,1122,2212,1212,1221,2102,0202,0222,2210,1002,0201,0100,0010,
1002,0210,1020,2022,2220,2000,0001,0121,2110,1000,0021,2102,0202,0221,2120,2011,1120,2002,0222,2212,1201,0100,0011,1112,1202,0201,0102,0212,1220,2012,
0000,0021,2112,1212,1220,2020,2012,1211,1122,2222,2210,1020,2022,2202,0220,2002,0221,2121,2102,0200,0010,1000,0001,0100,0002,0202,0201,0111,1100,0012,
0112,1212,1200,0001,0100,0000,0012,1202,0202,0221,2120,2002,0200,0002,0212,1201,0122,2202,0222,2201,0111,1121,2122,2200,0022,2222,2212,1222,2220,2020,
1102,0221,2112,1220,2002,0220,2020,2011,1120,2022,2202,0201,0101,0111,1111,1112,1200,0010,1012,1221,2122,2210,1022,2212,1202,0222,2222,2220,2000,0012,
1000,0001,0101,0122,2212,1210,1022,2220,2021,2120,2020,2012,1221,2110,1001,0120,2000,0021,2101,0102,0221,2112,1211,1120,2001,0121,2122,2202,0220,2022,
1021,2111,1111,1122,2200,0022,2220,2002,0220,2020,2012,1222,2210,1002,0221,2112,1212,1201,0112,1220,2022,2202,0222,2201,0111,1100,0001,0120,2011,1101,
1000,0022,2200,0000,0012,1222,2222,2220,2020,2012,1212,1202,0220,2022,2211,1110,1020,2002,0202,0201,0100,0001,0122,2210,1001,0110,1012,1210,1010,1022,
0112,1222,2222,2201,0110,1022,2220,2020,2012,1221,2121,2102,0220,2000,0020,2022,2221,2100,0002,0211,1100,0000,0010,1000,0001,0100,0011,1121,2101,0101,
0102,0202,0221,2110,1011,1110,1021,2100,0002,0220,2021,2101,0120,2010,1022,2222,2210,1010,1012,1222,2220,2000,0020,2020,2011,1100,0011,1101,0111,1111,
1001,0101,0122,2222,2201,0110,1000,0002,0220,2002,0202,0221,2100,0020,2021,2102,0200,0011,1121,2101,0121,2110,1021,2111,1101,0100,0021,2112,1212,1200,
0111,1122,2220,2002,0202,0210,1020,2020,2012,1220,2010,1022,2202,0212,1200,0010,1021,2120,2000,0012,1201,0102,0222,2222,2201,0100,0000,0011,1110,1000,
1121,2122,2222,2201,0100,0020,2021,2120,2020,2012,1202,0220,2022,2210,1000,0010,1021,2111,1120,2011,1101,0111,1102,0211,1112,1210,1001,0112,1212,1221,
