0001,0100,0021,2102,0202,0221,2121,2122,2222,2210,1000,0022,2202,0222,2220,2002,0220,2020,2022,2201,0101,0120,2000,0000,0010,1002,0201,0102,0200,0012,
1110,1011,1112,1202,0220,2002,0202,0222,2212,1211,1111,1122,2210,1022,2222,2201,0100,0010,1020,2020,2021,2122,2221,2121,2100,0020,2001,0112,1200,0021,
0011,1100,0022,2221,2102,0202,0221,2110,1022,2220,2020,2012,1202,0200,0012,1201,0122,2222,2211,1101,0121,2120,2002,0212,1210,1011,1120,2022,2202,0201,
0010,1000,0020,2021,2120,2020,2012,1211,1110,1001,0120,2001,0101,0100,0000,0021,2102,0202,0222,2211,1120,2011,1121,2121,2112,1221,2122,2220,2022,2201,
0000,0012,1212,1221,2111,1101,0102,0202,0210,1022,2202,0201,0101,0110,1010,1001,0121,2102,0220,2022,2220,2000,0001,0100,0002,0222,2200,0022,2201,0122,
0100,0022,2202,0202,0221,2112,1212,1220,2012,1221,2120,2020,2002,0220,2001,0101,0120,2022,2212,1222,2222,2220,2010,1012,1202,0212,1200,0000,0020,2021,
