1101,
0010,
0111,
1010,
0020,
1010,
1101,
0111,
0122,2210,1012,
0122,2212,1222,
0021,2100,0020,
0011,1121,2112,
0002,0221,2110,1022,2202,
0020,2020,2022,2222,2220,
0121,2112,1220,2010,1020,
1100,0002,0220,2020,2002,
1000,0010,1001,0102,0212,
0002,0220,2010,1022,2210,
0011,1102,0210,1001,0110,
1011,1100,0001,0102,0210,
0112,1200,0001,0121,2121,
1021,2110,1000,0021,2100,
1110,1001,0102,0221,2112,1200,0021,2121,2122,2220,2002,
1110,1012,1220,2011,1121,2112,1212,1211,1101,0112,1202,
1110,1022,2210,1002,0201,0110,1021,2112,1211,1102,0221,
0002,0221,2110,1021,2120,2020,2012,1222,2222,2201,0102,0220,2022,
0002,0221,2110,1000,0020,2020,2012,1221,2120,2000,0011,1121,2100,
0002,0221,2110,1012,1220,2020,2001,0100,0020,2022,2202,0220,2010,
0002,0221,2110,1012,1220,2021,2120,2001,0120,2011,1110,1010,1022,
0002,0221,2110,1000,0020,2020,2001,0112,1212,1221,2120,2022,2221,
1101,0111,1121,2102,0202,0210,1021,2120,2002,0200,0002,0220,2020,2022,2221,2111,
1101,0111,1121,2102,0202,0221,2121,2120,2020,2012,1220,2022,2221,2112,1212,1211,
1101,0102,0220,2002,0202,0210,1020,2020,2022,2211,1121,2111,1111,1110,1021,2110,
1101,0111,1121,2111,1111,1112,1221,2120,2021,2102,0202,0221,2101,0112,1201,0110,
